Timestamp,Roll,Pitch,Yaw
26.75,172.18777465820312,-75.91627502441406,-94.2353515625
26.81,169.66220092773438,-75.5970687866211,-93.16382598876953
26.88,169.36630249023438,-74.79608917236328,-94.39036560058594
26.94,168.2931365966797,-75.12850952148438,-93.03584289550781
27.0,170.54571533203125,-75.49808502197266,-96.8955078125
27.06,173.2244415283203,-75.5425033569336,-99.1970443725586
27.13,174.68191528320312,-75.86454010009766,-102.74478149414062
27.19,173.9714813232422,-76.01314544677734,-102.21658325195312
27.25,169.0990753173828,-76.48461151123047,-98.73100280761719
27.31,167.73609924316406,-75.88758087158203,-97.9735336303711
27.38,168.5580291748047,-75.83029174804688,-98.7964859008789
27.44,171.41403198242188,-76.14083862304688,-102.82575225830078
27.5,173.61669921875,-76.33352661132812,-104.1893539428711
27.56,173.3341522216797,-76.73775482177734,-105.42633056640625
27.63,174.30369567871094,-75.91244506835938,-106.9401626586914
27.69,170.7742156982422,-75.40031433105469,-105.93765258789062
27.75,169.18634033203125,-75.11712646484375,-105.83000183105469
27.81,165.9019012451172,-74.55418395996094,-104.4073486328125
27.88,164.11473083496094,-75.22747802734375,-103.5673828125
27.94,168.1200408935547,-74.95323181152344,-107.240478515625
28.0,169.55245971679688,-75.28949737548828,-110.25247192382812
28.06,172.38731384277344,-75.57141876220703,-112.48997497558594
28.13,173.30767822265625,-74.87682342529297,-115.48700714111328
28.19,173.16896057128906,-74.0092544555664,-115.54428100585938
28.25,169.28440856933594,-72.88237762451172,-114.62918853759766
28.31,166.84877014160156,-72.79348754882812,-113.204345703125
28.38,167.1474151611328,-71.38446044921875,-115.09858703613281
28.44,169.43099975585938,-71.6025619506836,-118.4128646850586
28.5,171.35211181640625,-71.67430877685547,-119.75789642333984
28.56,173.00650024414062,-72.0334243774414,-123.08138275146484
28.63,175.13616943359375,-70.812744140625,-124.27030181884766
28.69,172.512939453125,-70.36248779296875,-123.76679229736328
28.75,170.4744873046875,-69.4171371459961,-122.282470703125
28.81,169.26739501953125,-68.78264617919922,-122.6001968383789
28.88,170.33413696289062,-67.84017181396484,-123.74816131591797
28.94,171.15185546875,-67.6626968383789,-124.39952850341797
29.0,172.388671875,-66.6916275024414,-126.44062042236328
29.06,172.88357543945312,-66.71916198730469,-126.97943878173828
29.13,172.1013641357422,-66.25489044189453,-127.7664794921875
29.19,171.1863250732422,-64.94830322265625,-127.7054214477539
29.25,169.06207275390625,-62.93304443359375,-127.01502227783203
29.31,167.7827606201172,-61.83756637573242,-127.02603149414062
29.38,167.2377471923828,-61.89178466796875,-127.54500579833984
29.44,167.76107788085938,-61.56525802612305,-128.62710571289062
29.5,167.46070861816406,-61.775123596191406,-128.52999877929688
29.56,166.7377166748047,-60.937416076660156,-128.9302520751953
29.63,165.20816040039062,-59.05302047729492,-128.32188415527344
29.69,163.92466735839844,-57.9031867980957,-128.07643127441406
29.75,163.57965087890625,-55.98678207397461,-128.69009399414062
29.81,162.9593505859375,-54.69043731689453,-128.9807891845703
29.88,162.89886474609375,-54.52438735961914,-129.5215606689453
29.94,162.46246337890625,-53.76791763305664,-130.30853271484375
30.0,162.39663696289062,-52.60380554199219,-131.2997283935547
30.06,161.14723205566406,-51.31229019165039,-131.62289428710938
30.13,159.68194580078125,-49.72748565673828,-131.67294311523438
30.19,158.552001953125,-49.249412536621094,-131.59971618652344
30.25,157.26290893554688,-49.24942398071289,-131.5997314453125
30.31,157.73179626464844,-48.256935119628906,-132.22332763671875
30.38,157.5540771484375,-47.656822204589844,-132.99661254882812
30.44,158.41888427734375,-46.74138641357422,-133.8824005126953
30.5,157.55032348632812,-45.745506286621094,-134.46461486816406
30.56,157.28506469726562,-44.27439880371094,-135.0009002685547
30.63,156.09652709960938,-43.4846305847168,-135.0943145751953
30.69,154.85848999023438,-42.32899856567383,-135.1693115234375
30.75,154.16635131835938,-41.94111251831055,-135.4186553955078
30.81,152.6202392578125,-41.556575775146484,-135.03268432617188
30.88,152.6060791015625,-40.45177459716797,-136.5391387939453
30.94,151.48756408691406,-40.07221984863281,-136.8031005859375
31.0,151.16131591796875,-40.27841567993164,-137.2965087890625
31.06,150.0965118408203,-39.342308044433594,-137.98236083984375
31.13,148.4781036376953,-38.032470703125,-140.36660766601562
31.19,147.1451873779297,-37.68540954589844,-142.45587158203125
31.25,146.65066528320312,-36.55684280395508,-144.4706573486328
31.31,136.45875549316406,-53.18209457397461,-140.8810577392578
31.38,75.13804626464844,-48.276554107666016,-108.23358154296875
31.44,122.59866333007812,-18.791772842407227,-103.85162353515625
31.5,-109.98531341552734,-38.02476119995117,-115.07978820800781
31.56,20.792367935180664,-28.306838989257812,-122.36438751220703
31.63,-178.9744415283203,-31.698379516601562,-161.08839416503906
31.69,-41.96231460571289,-20.117647171020508,-146.44256591796875
31.75,121.95954895019531,-37.560203552246094,-171.05087280273438
31.81,-78.60991668701172,-15.338409423828125,-174.49415588378906
31.88,86.07220458984375,-27.431602478027344,-173.02099609375
31.94,-104.23725891113281,-24.617042541503906,178.0860595703125
32.0,67.30699920654297,-23.70288848876953,171.26156616210938
32.06,-125.70069122314453,-19.653745651245117,-179.3884735107422
32.13,52.88236618041992,-30.927764892578125,167.7571258544922
32.19,-135.17135620117188,-20.889591217041016,169.63174438476562
32.25,40.265228271484375,-25.91011619567871,164.44717407226562
32.31,-148.39378356933594,-21.05889129638672,171.2511444091797
32.38,30.55724334716797,-30.908096313476562,163.3559112548828
32.44,-154.4468231201172,-23.88480567932129,163.3470916748047
32.5,21.635984420776367,-30.01068878173828,161.46136474609375
32.56,-165.22361755371094,-25.318370819091797,165.9945068359375
32.63,10.435206413269043,-32.205284118652344,166.63400268554688
32.69,-174.38546752929688,-26.343503952026367,166.51992797851562
32.75,-1.7561049461364746,-32.02685546875,171.7410430908203
32.81,173.919921875,-27.620756149291992,170.21682739257812
32.88,-14.746430397033691,-32.67259216308594,178.83993530273438
32.94,161.6053466796875,-29.947349548339844,175.79461669921875
33.0,-27.781675338745117,-33.61656951904297,-176.2499542236328
33.06,150.08319091796875,-32.27130889892578,177.7633056640625
33.13,-39.8359260559082,-31.28142738342285,-172.0303955078125
33.19,136.6082305908203,-30.28371238708496,-176.09388732910156
33.25,-55.20448684692383,-30.606847763061523,-163.81414794921875
33.31,124.08394622802734,-36.3381233215332,-172.863525390625
33.38,-65.73184204101562,-28.991350173950195,-163.38619995117188
33.44,110.44837951660156,-33.44395065307617,-166.957763671875
33.5,-79.984375,-27.050546646118164,-157.27691650390625
33.56,95.89514923095703,-33.833892822265625,-160.39959716796875
33.63,-92.86215209960938,-25.118070602416992,-152.3515625
33.69,83.1849594116211,-32.33070373535156,-156.05096435546875
33.75,-105.47814178466797,-21.241252899169922,-149.42193603515625
33.81,68.63253784179688,-30.829130172729492,-149.22869873046875
33.88,-116.97470092773438,-19.672109603881836,-147.53834533691406
33.94,56.024658203125,-26.745758056640625,-144.7008514404297
34.0,-130.72251892089844,-16.952495574951172,-142.4517364501953
34.06,41.89813232421875,-24.870525360107422,-138.77879333496094
34.13,-143.47019958496094,-14.769122123718262,-138.32395935058594
34.19,28.496662139892578,-21.85875701904297,-132.39773559570312
34.25,-157.24986267089844,-12.408620834350586,-134.13148498535156
34.31,14.168862342834473,-18.278566360473633,-125.42869567871094
34.38,-170.1004180908203,-11.17383861541748,-130.15487670898438
34.44,1.47991943359375,-13.773662567138672,-120.65404510498047
34.5,175.74276733398438,-8.158217430114746,-125.19660949707031
34.56,-12.475564956665039,-9.967390060424805,-114.65293884277344
34.63,162.66946411132812,-6.454555511474609,-121.12982177734375
34.69,-25.062253952026367,-5.077889442443848,-110.40787506103516
34.75,148.4356231689453,-3.3450655937194824,-116.20034790039062
34.81,-38.81998825073242,-0.5778437852859497,-104.85059356689453
34.88,135.14112854003906,-0.9473732113838196,-111.75434875488281
34.94,-51.49303436279297,5.097109794616699,-100.75689697265625
35.0,120.83112335205078,2.4338996410369873,-106.07685089111328
35.06,-65.32148742675781,10.531991004943848,-96.18614196777344
35.13,107.3735122680664,5.778460502624512,-102.25503540039062
35.19,-78.39705657958984,17.957401275634766,-94.00643157958984
35.25,92.90476989746094,12.075492858886719,-97.79443359375
35.31,-92.02538299560547,24.31035614013672,-89.22299194335938
35.38,80.06326293945312,18.33794593811035,-92.09709930419922
35.44,-105.2328872680664,31.56339454650879,-85.81181335449219
35.5,65.63190460205078,24.281221389770508,-87.74601745605469
35.56,-120.21636199951172,38.570533752441406,-83.2912826538086
35.63,52.78508377075195,32.61452102661133,-83.04100799560547
35.69,-134.30984497070312,46.7424430847168,-81.03277587890625
35.75,39.28455352783203,38.65971374511719,-77.70531463623047
35.81,-150.3495635986328,52.00139236450195,-79.14507293701172
35.88,27.47887420654297,46.64581298828125,-72.15773010253906
35.94,-164.9339599609375,57.88129425048828,-76.72129821777344
36.0,14.141500473022461,54.186763763427734,-67.15939331054688
36.06,179.78005981445312,63.299049377441406,-73.43074035644531
36.13,1.5842106342315674,60.08488464355469,-62.545806884765625
36.19,163.95545959472656,68.48788452148438,-71.8205337524414
36.25,-10.416009902954102,65.00684356689453,-55.55074691772461
36.31,145.0788116455078,72.12142944335938,-71.60665130615234
36.38,-21.108295440673828,69.8208999633789,-48.31376266479492
36.44,127.32974243164062,74.87590026855469,-71.08672332763672
36.5,-31.602237701416016,74.22406768798828,-38.96821212768555
36.56,108.60716247558594,76.3749008178711,-69.53511047363281
36.63,-40.78589630126953,78.220458984375,-29.17034339904785
36.69,96.21113586425781,77.2359619140625,-62.05952072143555
36.75,-56.359737396240234,81.40827941894531,-23.333045959472656
36.81,84.49269104003906,78.85529327392578,-51.65382385253906
36.88,-79.64324188232422,81.0199966430664,-24.74501609802246
36.94,71.58597564697266,79.51425170898438,-42.51701354980469
37.0,-98.36731719970703,80.71913146972656,-19.212936401367188
37.06,53.36851501464844,79.30168914794922,-36.01053237915039
37.13,-113.3299331665039,81.76183319091797,-11.171013832092285
37.19,36.34156799316406,79.48054504394531,-29.587472915649414
37.25,-131.06967163085938,84.05194854736328,-3.9216582775115967
37.31,19.596887588500977,80.37207794189453,-20.783206939697266
37.38,-149.4766082763672,86.87255859375,1.277177095413208
37.44,7.543081283569336,81.80297088623047,-8.592796325683594
37.5,149.04302978515625,87.05655670166016,-31.589967727661133
37.56,-3.1199769973754883,82.1070556640625,10.182049751281738
37.63,115.74834442138672,85.09036254882812,-37.05995559692383
37.69,-12.272107124328613,83.38123321533203,29.585378646850586
37.75,105.15608978271484,83.8194580078125,-17.24420928955078
37.81,-39.245079040527344,84.37342834472656,36.33650207519531
37.88,96.62380981445312,82.88687133789062,5.809476375579834
37.94,-79.83558654785156,84.96809387207031,28.25650405883789
38.0,81.22846984863281,83.01376342773438,25.429506301879883
38.06,-122.24246978759766,84.4191665649414,20.72502899169922
38.13,65.09201049804688,84.75360870361328,42.63593292236328
38.19,-148.3776397705078,84.0380859375,28.37652587890625
38.25,31.579204559326172,84.90018463134766,49.96418762207031
38.31,-166.96946716308594,82.3436508178711,50.582672119140625
38.38,-11.238207817077637,84.26399993896484,45.72984313964844
38.44,174.29510498046875,82.62905883789062,70.1897964477539
38.5,-55.85403060913086,83.67627716064453,42.4315071105957
38.56,155.89520263671875,84.6482925415039,94.1593017578125
