Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT)
44.38,-3176.334777,179.049311,-3051.000259,-0.145918367,-0.181632653,-0.015306122,-41.0625,49.375,39.0625
44.44,-3677.672847,504.919057,-3810.169338,-0.190816327,-0.28877551,-0.054081633,-41.0625,49.375,39.0625
44.50,-4254.211629,1239.021232,-4780.616603,-0.318367347,-0.435714286,-0.101020408,-45.75,47.5625,41.5625
44.56,-3720.644682,1665.158592,-4691.091948,-0.502040816,-0.439795918,-0.116326531,-52.9375,45.75,47.3125
44.63,-3749.292572,1969.542421,-4655.282085,-0.226530612,-0.745918367,-0.22244898,-52.9375,45.75,47.3125
44.69,-5264.049743,3212.144639,-5024.123666,-0.17755102,-1.090816327,-0.515306122,-60.1875,44.3125,51.1875
44.75,-8504.842271,4544.271513,-5586.338503,-0.237755102,-1.692857143,-0.546938776,-69.9375,37.125,57.25
44.81,-12418.86021,3305.250281,-7820.873904,-0.235714286,-1.442857143,-1.375510204,-69.9375,37.125,57.25
44.88,-14671.30054,3333.89817,-9450.222633,-0.304081633,-1.069387755,-1.93877551,-78.5625,20.875,63.3125
44.94,-15588.03301,5432.356095,-8723.282431,-0.335714286,-0.026530612,-2.484693878,-87.9375,-4.6875,62.5625
45.00,-16397.3359,7448.451337,-6195.10616,-0.271428571,0.130612245,-2.392857143,-87.9375,-4.6875,62.5625
45.06,-15795.73021,7989.180256,-2474.461478,-0.186734694,0.72244898,-1.897959184,-89.375,-30.6875,47.3125
45.13,-14696.36745,7147.648494,-1206.792356,-0.214285714,1.409183673,-0.928571429,-89.375,-41.125,23.0625
45.19,-12991.818,3860.303145,-812.8838718,-0.128571429,1.208163265,-0.715306122,-89.375,-41.125,23.0625
45.25,-18370.45931,229.1831181,-2005.352283,-0.644897959,2.066326531,-0.024489796,-88.6875,-42.5625,2.4375
45.31,-49392.54293,-8512.004244,-4143.201056,-0.558163265,1.067346939,-0.032653061,-89,-20.25,-21.3125
45.38,-52235.84598,-1650.834647,-10141.35297,-0.495918367,-0.167346939,0.926530612,-89,-20.25,-21.3125
45.44,-55823.99418,5822.683593,-9586.30011,-1.233673469,-2.235714286,0.308163265,-96.5625,35.3125,-1.75
45.50,-45901.08136,13654.30046,-5235.401853,-1.631632653,-2.629591837,-0.858163265,-108.5,23.0625,37.6875
45.56,-29002.40739,14635.49068,1314.221943,-1.362244898,-1.233673469,-0.57244898,-108.5,23.0625,37.6875
45.63,-11208.48687,11416.18407,3144.105901,-0.832653061,-0.994897959,-0.301020408,-115.3125,3.5625,23.8125
45.69,2642.76783,10316.8213,2166.496663,-0.558163265,-0.265306122,-0.185714286,-115,6.8125,7.0625
45.75,13922.87442,10177.16284,85.94366927,-0.380612245,-0.12244898,-0.306122449,-115,6.8125,7.0625
45.81,18474.30791,9600.624055,-2757.359389,-0.365306122,-0.214285714,-0.05,-109.5625,0,-7.8125
45.88,18989.96992,9482.451509,-7237.17315,-0.468367347,-0.109183673,-0.005102041,-98,-21.3125,-12.0625
45.94,15734.85345,8383.08874,-11677.59606,-0.73877551,-0.162244898,0.060204082,-98,-21.3125,-12.0625
46.00,10943.49389,6821.778748,-15706.20556,-1.078571429,1.295918367,0.429591837,-75.6875,-43.3125,-1.0625
46.06,7810.130945,5625.729351,-17532.50853,-1.334693878,1.344897959,1.58877551,-75.6875,-43.3125,-1.0625
46.13,4594.40532,1991.028338,-20003.38902,-1.831632653,1.936734694,1.035714286,-46.5,-49.0625,12.0625
46.19,-46.55282085,96.68662793,-18989.96992,-1.586734694,2.117346939,0.732653061,-46.5,-49.0625,12.0625
46.25,-1206.792356,-769.9120372,-15287.23017,-0.996938776,1.626530612,0.914285714,-46.5,-49.0625,12.0625
46.31,-182.6302972,-512.0810294,-12200.42005,-0.732653061,1.153061224,0.707142857,-19.0625,-32.125,17.75
46.38,1292.736025,658.9014644,-7699.120372,-0.72244898,1.278571429,0.410204082,-7.1875,-6.875,18.125
46.44,1149.496576,623.0916022,1128.010659,-0.47244898,0.642857143,0.310204082,-7.1875,-6.875,18.125
46.50,1926.570586,1690.225496,2349.12696,-0.345918367,0.497959184,0.414285714,-5.75,11.125,16.6875
46.56,3663.348903,2470.880492,3548.757344,-1.059183673,0.744897959,0.402040816,-7.1875,14.75,18.125
46.63,6739.416065,3616.796082,5854.912469,-1.606122449,0.88877551,0.220408163,-7.1875,14.75,18.125
46.69,4021.447525,3928.341883,4837.912383,-1.305102041,0.809183673,0.154081633,-6.4375,10.8125,20.625
46.75,680.3873817,2384.936822,2377.77485,-0.07755102,1.004081633,0.209183673,-6.4375,2.875,24.5
46.81,2051.905104,1475.366322,1958.799462,-0.085714286,1.082653061,0.115306122,-6.4375,2.875,24.5
46.88,4057.257387,537.1479329,1690.225496,-0.091836735,1.125510204,0.185714286,-8.625,-2.9375,30.9375
46.94,5869.236414,-741.2641475,1138.753618,-0.134693878,1.08877551,0.12244898,-10.0625,-5.4375,32.6875
47.00,5951.599097,-2567.567119,-802.1409132,-0.183673469,1.051020408,-0.160204082,-10.0625,-5.4375,32.6875
47.06,5708.092034,-4157.525001,-1865.69382,-1.133673469,0.355102041,0.226530612,-9.6875,-5.0625,34.5
47.13,5432.356095,-6839.683679,-2979.380535,-0.585714286,0.607142857,-0.160204082,-7.875,-1.8125,32.6875
47.19,6517.39492,-7792.226014,-4068.000345,-0.854081633,0.408163265,-0.173469388,-7.875,-1.8125,32.6875
47.25,8071.542939,-7871.007711,-5332.088481,-0.745918367,0.455102041,-0.060204082,-5.375,5.375,23.0625
47.31,8691.053555,-9084.962039,-3305.250281,-0.807142857,0.254081633,0.042857143,-7.5625,10.4375,11
47.38,9965.884649,-8386.669726,-2495.947395,-1.166326531,-0.128571429,-0.721428571,-7.5625,10.4375,11
47.44,11176.25799,-7906.817573,-1518.338157,-1.001020408,0.347959184,0.32755102,-12.5625,12.9375,-3.875
47.50,16648.00493,-5385.803274,-1213.954328,-0.359183673,0.42755102,0.267346939,-20.1875,5,-16
47.56,16440.30773,-3863.884131,-948.9613482,-1.729591837,-0.263265306,-0.625510204,-20.1875,5,-16
47.63,8168.229567,17625.61417,-30216.36172,-11.56428571,-0.351020408,0.805102041,-28.4375,-11.9375,-19.875
47.69,29672.05182,6893.398473,-17582.64234,-5.475510204,1.586734694,-0.175510204,-28.4375,-11.9375,-19.875
47.75,6506.651961,9844.131118,7477.099226,-4.352040816,0.959183673,-0.045918367,-17.625,-10.5,-7.8125
47.81,19759.88196,10660.59598,15784.98726,-4.61122449,0.03877551,0.347959184,-9.3125,9.6875,2.8125
47.88,18528.0227,648.1585057,17625.61417,-5.682653061,-0.423469388,2.071428571,-9.3125,9.6875,2.8125
47.94,23022.16041,-9235.36346,18499.37481,-4.404081633,-0.652040816,0.967346939,-8.625,-10.875,20.25
48.00,27552.10797,-6610.500561,17675.74798,-1.976530612,-0.689795918,0.126530612,-20.1875,-29.625,33.0625
48.06,32873.4535,-863.0176789,14434.95545,-0.820408163,-0.220408163,-0.280612245,-20.1875,-29.625,33.0625
48.13,33303.17184,6438.613223,9998.113525,-0.320408163,-0.101020408,-0.73877551,-34.25,-28.125,52.625
48.19,22907.56885,2828.979113,5543.366668,-0.92244898,-0.175510204,1.067346939,-43.25,4.625,65.4375
48.25,7956.95138,-12282.78273,6850.426638,-1.325510204,-0.044897959,0.079591837,-43.25,4.625,65.4375
48.31,648.1585057,-14553.128,8988.275411,-1.373469388,0.071428571,-0.28877551,-44.3125,40.375,51.1875
48.38,2653.510789,-15054.46607,3820.912296,-1.720408163,-0.132653061,-0.203061224,-27,41.0625,34.125
48.44,6460.09914,-12053.59962,-46.55282085,-1.895918367,-0.318367347,-0.239795918,-27,41.0625,34.125
48.50,16357.94505,-5940.856138,-2560.405147,-1.639795918,-0.910204082,-0.95,-16.1875,34.5625,14.9375
48.56,19061.58965,-333.0317184,-7903.236587,-1.332653061,-0.435714286,-0.380612245,-21.25,29.875,-6
48.63,18284.51564,623.0916022,-11989.14186,-1.117346939,-0.210204082,-0.01122449,-21.25,29.875,-6
48.69,19813.59675,-1206.792356,-13690.11032,-1.633673469,-0.282653061,-0.001020408,-27.75,18.6875,-18.125
48.75,25020.35072,-3620.377068,-12841.41658,-1.633673469,-0.124489796,0.132653061,-31.6875,6.4375,-24.1875
48.81,31695.30903,-5339.250453,-7380.412599,-1.258163265,0.179591837,-0.325510204,-31.6875,6.4375,-24.1875
48.88,27158.19949,-1922.9896,-5819.102607,-1.426530612,0.163265306,-0.495918367,-33.875,-18.4375,-21.6875
48.94,18438.49804,2313.317098,-9264.01135,-1.258163265,0.226530612,-0.079591837,-29.5625,-39.6875,4.25
49.00,17618.4522,1593.538868,-11355.3073,-1.698979592,0.27755102,-0.058163265,-29.5625,-39.6875,4.25
49.06,22463.52656,-1364.35575,-10316.8213,-1.454081633,0.186734694,-0.185714286,-20.5,-29.9375,27.375
49.13,27512.71712,-3803.007365,-6782.3879,-1.381632653,0.12244898,-0.312244898,-10.8125,-6.1875,39.125
49.19,31985.36891,-2696.482623,-2230.954415,-1.215306122,0.054081633,-0.756122449,-10.8125,-6.1875,39.125
49.25,29138.48487,2159.33469,-977.6092379,-0.952040816,-0.096938776,-0.566326531,-11.125,19.8125,29.125
49.31,27219.07625,4057.257387,-2975.799548,-1.097959184,-0.196938776,-0.37244898,-10.8125,24.875,12.0625
49.38,28193.10451,3777.940462,-5572.014558,-1.582653061,-0.220408163,-0.233673469,-10.8125,24.875,12.0625
49.44,34287.94305,2664.253747,-6059.028684,-1.598979592,-0.247959184,-0.304081633,-12.25,19.4375,2.4375
49.50,37457.11586,2868.369962,-6277.468843,-1.590816327,-0.235714286,-0.521428571,-11.875,7.5625,-3.1875
49.56,34817.92901,3315.993239,-8623.014817,-1.696938776,-0.314285714,-0.395918367,-11.875,7.5625,-3.1875
49.63,32146.51329,171.8873385,-11713.40592,-1.780612245,-0.120408163,-0.185714286,-9,-5.0625,3.875
49.69,32744.53799,-4068.000345,-11075.99038,-1.882653061,-0.032653061,-0.192857143,-9,-5.0625,3.875
49.75,37496.50671,-6811.03579,-6553.204782,-1.633673469,-0.152040816,-0.497959184,-6.8125,1.0625,11
49.81,37170.63696,-6241.658981,-3158.429846,-1.3,-0.171428571,-0.634693878,-9,3.1875,0.6875
49.88,32676.49925,-4612.310251,-2044.743131,-1.078571429,-0.152040816,-0.480612245,-9,3.1875,0.6875
49.94,28364.99185,-4139.62007,-1922.9896,-0.858163265,-0.124489796,-0.397959184,-12.25,-14.4375,1.375
50.00,25811.74867,-4179.010918,-1332.126874,-0.801020408,-0.126530612,-0.32244898,-11.5,-22.375,16
50.06,24089.2943,-3835.236241,-651.739492,-0.871428571,-0.171428571,-0.263265306,-11.5,-22.375,16
50.13,24447.39292,-3061.743218,-426.1373601,-0.937755102,-0.209183673,-0.245918367,-11.125,-16.625,26.3125
50.19,25439.3261,-1922.9896,-827.2078167,-0.890816327,-0.263265306,-0.228571429,-8.625,-6.875,34.125
50.25,25167.17115,-1296.317011,-1779.750151,-0.809183673,-0.254081633,-0.156122449,-8.625,-6.875,34.125
50.31,22961.28364,-1622.186757,-2990.123493,-0.75,-0.183673469,-0.052040816,-7.875,7.1875,32.375
50.38,20733.91021,-2417.165698,-3555.919316,-0.734693878,-0.147959184,0.034693878,-8.625,18.6875,23.8125
50.44,19502.05095,-3244.373515,-3781.521448,-0.824489796,-0.024489796,0.130612245,-8.625,18.6875,23.8125
50.50,20117.98058,-3777.940462,-3602.472137,-0.928571429,-0.040816327,0.143877551,-11.125,23.375,8.875
50.56,21192.27645,-3888.951034,-3695.577779,-0.998979592,-0.089795918,0.126530612,-15.8125,18.375,-6.75
50.63,22656.89981,-4010.704566,-3699.158765,-0.994897959,0.156122449,0,-15.8125,18.375,-6.75
50.69,22026.64624,-4325.831353,-4068.000345,-0.97755102,0.062244898,0.103061224,-20.1875,1.0625,-15.25
50.75,19867.31155,-4683.929975,-4211.239794,-1.039795918,0.25,-0.310204082,-24.125,-18.75,-12.4375
50.81,17811.82546,-4794.940548,-4214.82078,-1.084693878,0.237755102,-0.190816327,-24.125,-18.75,-12.4375
50.88,17002.52257,-5392.965247,-3767.197503,-1.17244898,0.226530612,-0.147959184,-23.75,-29.9375,-2.4375
50.94,18123.37126,-5597.081461,-2431.489643,-1.276530612,0.158163265,-0.196938776,-23.375,-35.375,9.5625
51.00,20443.85033,-4766.292658,-619.510616,-1.319387755,0.045918367,-0.252040816,-23.375,-35.375,9.5625
51.06,22391.90683,-3093.972094,537.1479329,-1.391836735,-0.052040816,-0.263265306,-19.8125,-33.1875,25.9375
51.13,22008.74131,-1837.045931,752.0071061,-1.278571429,-0.05,-0.201020408,-19.8125,-25.25,40.1875
51.19,21772.39621,-913.151486,945.380362,-1.33877551,-0.032653061,-0.160204082,-19.8125,-25.25,40.1875
51.25,21901.31172,-186.2112834,1170.982494,-1.295918367,-0.068367347,-0.126530612,-20.1875,-4,50.125
51.31,22717.77658,744.8451337,1296.317011,-1.248979592,-0.109183673,-0.094897959,-20.1875,15.5,48.75
51.38,24604.95631,1829.883958,1070.71488,-1.258163265,-0.154081633,-0.058163265,-20.1875,15.5,48.75
51.44,27301.43894,3140.524915,-71.61972439,-1.326530612,-0.173469388,-0.094897959,-19.8125,33.875,34.8125
51.50,28590.59398,3713.48271,-2062.648062,-1.407142857,-0.173469388,-0.101020408,-19.8125,33.875,34.8125
51.56,29217.26657,2696.482623,-4519.204609,-1.479591837,-0.128571429,-0.062244898,-20.5,38.875,9.9375
51.63,29926.30184,472.690181,-5471.746943,-1.464285714,-0.101020408,-0.05,-21.9375,25.5625,-9.9375
51.69,31158.1611,-2295.412167,-4848.655341,-1.434693878,-0.073469388,-0.071428571,-21.9375,25.5625,-9.9375
51.75,32135.77033,-3928.341883,-3294.507322,-1.297959184,-0.089795918,-0.126530612,-24.875,-3.625,-18.8125
51.81,31834.96749,-4329.412339,-1110.105728,-1.187755102,-0.028571429,-0.190816327,-26.625,-31.375,-4.625
51.88,29922.72085,-3928.341883,42.97183463,-1.189795918,-0.001020408,-0.247959184,-26.625,-31.375,-4.625
51.94,26280.85787,-3720.644682,562.2148365,-1.191836735,0.089795918,-0.154081633,-26.625,-39.3125,29.125
52.00,22585.28009,-4071.581332,1475.366322,-1.184693878,0.105102041,-0.196938776,-24.875,-20.25,49.8125
52.06,19158.27627,-3627.53904,2538.91923,-1.041836735,0.105102041,-0.209183673,-24.875,-20.25,49.8125
52.13,17056.23736,-2696.482623,3401.936909,-0.998979592,0.071428571,-0.203061224,-21.9375,0.3125,54.375
52.19,15634.58583,-1729.616344,3641.862985,-0.898979592,-0.001020408,-0.196938776,-17.625,13.3125,48.375
52.25,13912.13146,-870.1796514,3326.736198,-0.839795918,0.013265306,-0.160204082,-17.625,13.3125,48.375
52.31,11806.51157,-501.3380707,2979.380535,-0.845918367,0.015306122,-0.136734694,-15.125,20.875,40.5
52.38,8354.44085,-494.1760983,2234.535401,-0.912244898,0.030612245,-0.115306122,-13.3125,23.375,33.0625
52.44,5435.937081,-802.1409132,1729.616344,-0.918367347,0.066326531,-0.098979592,-13.3125,23.375,33.0625
52.50,2674.996706,-1074.295866,1439.55646,-0.87755102,0.07755102,-0.109183673,-11.125,24.5,28.4375
52.56,938.2183895,-1221.116301,1350.031805,-0.860204082,0.07755102,-0.101020408,-11.125,24.5,28.4375
52.63,-243.5070629,-1281.993067,1482.528295,-0.826530612,0.083673469,-0.081632653,-11.125,24.5,28.4375
52.69,-999.0951553,-1310.640956,1661.577606,-0.910204082,0.105102041,-0.07755102,-10.4375,24.125,27.375
52.75,-1858.531848,-1418.070543,1991.028338,-1.108163265,0.124489796,-0.060204082,-9,20.1875,24.5
52.81,-2700.06361,-1622.186757,2352.707946,-1.159183673,0.139795918,-0.045918367,-9,20.1875,24.5
52.88,-3903.274979,-1887.179738,2524.595285,-1.151020408,0.15,-0.036734694,-7.875,18,23.0625
52.94,-4841.493369,-2059.067076,2324.060056,-1.080612245,0.152040816,-0.040816327,-7.875,18,23.0625
53.00,-5690.187103,-2130.686801,1754.683248,-0.96122449,0.128571429,-0.05,-7.1875,14,22.375
53.06,-5751.063869,-1962.380448,984.7712104,-1.031632653,0.089795918,-0.044897959,-5.375,10.8125,20.9375
53.13,-5070.676487,-1357.193777,-179.049311,-1.142857143,0.092857143,-0.036734694,-5.375,10.8125,20.9375
53.19,-4207.658808,-519.2430018,-1196.049397,-1.268367347,0.132653061,-0.005102041,-6.125,7.1875,18.5
53.25,-3534.433399,128.9155039,-1518.338157,-1.137755102,0.190816327,0.030612245,-7.5625,6.4375,16.3125
53.31,-3691.996792,440.461305,-1432.394488,-1.129591837,0.201020408,0.03877551,-7.5625,6.4375,16.3125
53.38,-4576.500389,436.8803188,-1235.440246,-1.043877551,0.201020408,0.030612245,-6.8125,9.6875,15.625
53.44,-6248.820953,222.0211456,-948.9613482,-1.093877551,0.201020408,0.034693878,-6.125,10.4375,17.75
53.50,-8300.726057,-161.1443799,-676.8063955,-1.180612245,0.196938776,0.036734694,-6.125,10.4375,17.75
53.56,-10710.72978,-598.0246987,-598.0246987,-1.12755102,0.17755102,0.040816327,-7.5625,13.6875,18.8125
53.63,-12400.95528,-852.2747203,-687.5493542,-1.22755102,0.156122449,0.05,-7.1875,14,21.3125
53.69,-13661.46243,-895.2465549,-959.7043068,-1.093877551,0.118367347,0.054081633,-7.1875,14,21.3125
53.75,-13808.28286,-676.8063955,-1185.306439,-0.978571429,0.073469388,0.068367347,-7.875,13.3125,24.875
53.81,-12862.9025,-136.0774763,-1314.221943,-0.858163265,0.05,0.073469388,-8.25,11.5,26.3125
53.88,-11505.70872,379.5845393,-1206.792356,-0.85,0.03877551,0.083673469,-8.25,11.5,26.3125
53.94,-9206.715571,970.4472655,-716.1972439,-0.939795918,0.036734694,0.096938776,-7.5625,11.5,29.125
54.00,-6932.789321,1339.288846,32.22887598,-1.17244898,0.045918367,0.11122449,-8.625,7.1875,31.625
54.06,-5013.380707,1572.05295,723.3592164,-1.148979592,0.047959184,0.092857143,-8.625,7.1875,31.625
54.13,-3767.197503,1629.34873,1332.126874,-1.053061224,0.056122449,0.064285714,-8.625,4.3125,33.4375
54.19,-3219.306611,1622.186757,1686.644509,-0.957142857,0.066326531,0.03877551,-11.125,1.0625,35.875
54.25,-3319.574226,1521.919143,1869.274807,-0.85,0.075510204,0.015306122,-11.125,1.0625,35.875
54.31,-3971.313718,1335.70786,1926.570586,-0.854081633,0.087755102,0.001020408,-10.8125,-3.625,37.6875
54.38,-5496.813847,974.0282517,1797.655082,-1.02755102,0.083673469,-0.003061224,-12.9375,-7.625,39.125
54.44,-6259.563912,816.4648581,1532.662102,-1.182653061,0.07755102,-0.01122449,-12.9375,-7.625,39.125
54.50,-7287.306957,705.4542853,830.7888029,-1.131632653,0.064285714,-0.030612245,-14.75,-15.1875,38.0625
54.56,-7806.549959,784.2359821,315.1267873,-1.018367347,0.089795918,-0.03877551,-14.75,-15.1875,38.0625
54.63,-8680.310596,852.2747203,-17.9049311,-1.008163265,0.128571429,-0.042857143,-15.125,-21.3125,35.5625
54.69,-9561.233206,848.693734,-14.32394488,-0.973469388,0.147959184,-0.05,-15.8125,-23.125,30.1875
54.75,-10764.44458,762.7500648,21.48591732,-0.980612245,0.165306122,-0.047959184,-15.8125,-23.125,30.1875
54.81,-12200.42005,551.4718778,171.8873385,-1.051020408,0.17755102,-0.05,-16.9375,-27.4375,24.5
54.88,-14033.88499,193.3732559,243.5070629,-1.166326531,0.205102041,-0.047959184,-15.8125,-29.25,14.5625
54.94,-16229.02955,-307.9648149,186.2112834,-1.221428571,0.203061224,-0.017346939,-15.8125,-29.25,14.5625
55.00,-17675.74798,-701.873299,-272.1549527,-1.157142857,0.139795918,0.007142857,-14.75,-24.9375,4.9375
55.06,-18485.05087,-712.6162577,-1077.876852,-1.1,0.11122449,0.040816327,-15.8125,-14.4375,-6.75
55.13,-18449.241,-236.3450905,-1618.605771,-1.074489796,0.064285714,0.066326531,-15.8125,-14.4375,-6.75
55.19,-17417.91697,752.0071061,-1851.369876,-0.937755102,0.017346939,0.081632653,-16.9375,1.75,-12.4375
55.25,-15663.23372,1675.901551,-1550.567033,-0.916326531,0.005102041,0.103061224,-17.625,20.5,-7.4375
55.31,-13314.10676,2424.327671,-691.1303404,-0.945918367,-0.009183673,0.107142857,-17.625,20.5,-7.4375
55.38,-11437.66999,2717.968541,272.1549527,-1.092857143,0.003061224,0.101020408,-18.375,32.75,6.75
55.44,-9285.497267,2775.26432,1586.376895,-1.255102041,0.01122449,0.081632653,-18.375,36.375,22
55.50,-8393.831699,2481.62345,2571.148106,-1.16122449,0.030612245,0.036734694,-18.375,36.375,22
55.56,-8501.261285,1837.045931,3416.260853,-1.117346939,0.056122449,-0.005102041,-17.25,33.125,33.4375
55.63,-9668.662793,898.8275411,3878.208076,-1.074489796,0.085714286,-0.030612245,-16.1875,22.6875,42.6875
55.69,-11058.08545,-75.20071061,3824.493282,-1.029591837,0.066326531,-0.044897959,-16.1875,22.6875,42.6875
55.75,-11974.81792,-1120.848687,2932.827714,-1.035714286,0.03877551,-0.045918367,-15.5,10.8125,45.875
55.81,-12053.59962,-1493.271254,1693.806482,-1.090816327,0.032653061,-0.05,-14.75,-2.9375,45.125
55.88,-11204.90588,-1049.228962,300.8028424,-1.206122449,0.079591837,-0.034693878,-14.75,-2.9375,45.125
55.94,-10173.58185,-508.5000432,-272.1549527,-1.234693878,0.152040816,0.024489796,-14.75,-15.875,37.6875
56.00,-8891.588783,-42.97183463,-189.7922696,-1.289795918,0.190816327,0.069387755,-13.6875,-21.6875,31.25
56.06,-8465.451423,-14.32394488,143.2394488,-1.233673469,0.198979592,0.081632653,-13.6875,-21.6875,31.25
56.13,-9027.66626,-372.4225668,418.9753877,-1.23877551,0.207142857,0.096938776,-14.75,-25.25,23.8125
56.19,-10051.82832,-830.7888029,368.8415806,-1.180612245,0.181632653,0.11122449,-14.75,-25.25,23.8125
56.25,-11183.41996,-1292.736025,-222.0211456,-1.102040816,0.094897959,0.115306122,-14.375,-24.1875,16.6875
56.31,-11229.97278,-1131.591645,-1378.679695,-1.157142857,0.03877551,0.130612245,-14.375,-23.8125,6.375
56.38,-10316.8213,-379.5845393,-2452.97556,-1.176530612,0.019387755,0.13877551,-14.375,-23.8125,6.375
56.44,-8297.145071,873.7606376,-3097.55308,-1.133673469,0.026530612,0.156122449,-14.75,-17,-1.75
56.50,-6230.916022,1769.007192,-2993.70448,-1.086734694,0.015306122,0.192857143,-14,-6.5,-4.625
56.56,-3788.68342,2410.003726,-2442.232602,-1.06122449,0,0.167346939,-14,-6.5,-4.625
56.63,-2223.792442,2664.253747,-1776.169165,-0.986734694,-0.003061224,0.185714286,-12.25,1.75,-3.875
56.69,-1167.401508,2549.662188,-931.0564171,-0.996938776,-0.026530612,0.156122449,-9.6875,9,-0.3125
56.75,-734.102175,2417.165698,-193.3732559,-0.930612245,-0.028571429,0.091836735,-9.6875,9,-0.3125
56.81,-472.690181,2384.936822,476.2711672,-1.045918367,-0.026530612,0.07755102,-8.625,9.3125,4.25
56.88,-293.64087,2381.355836,1235.440246,-1.039795918,-0.021428571,0.058163265,-8.25,9,7.4375
56.94,-286.4788976,2334.803015,1804.817055,-1.048979592,-0.009183673,0.066326531,-8.25,9,7.4375
57.00,-590.8627262,2073.391021,2266.764277,-0.994897959,-0.005102041,0.062244898,-5.375,7.875,11.375
57.06,-1017.000086,1769.007192,2495.947395,-0.980612245,0.003061224,0.047959184,-6.4375,4.3125,14.5625
57.13,-1597.119854,1486.109281,2617.700927,-1.033673469,0.01122449,0.03877551,-6.4375,4.3125,14.5625
57.19,-2098.457925,1274.831094,2674.996706,-1.151020408,0.028571429,0.021428571,-5.375,0.6875,17.375
57.25,-2499.528381,1074.295866,2746.61643,-1.225510204,0.044897959,0.013265306,-6.8125,-3.25,19.1875
57.31,-2757.359389,931.0564171,2846.884045,-1.223469388,0.075510204,0.003061224,-6.8125,-3.25,19.1875
57.38,-2954.313631,784.2359821,2929.246728,-1.248979592,0.091836735,0,-6.125,-8.3125,19.5625
57.44,-3308.831267,529.9859605,3140.524915,-1.264285714,0.113265306,-0.007142857,-8.625,-11.5625,19.1875
57.50,-3974.894704,175.4683248,3280.183377,-1.244897959,0.139795918,-0.017346939,-8.625,-11.5625,19.1875
57.56,-5156.620156,-415.3944015,3391.19395,-1.323469388,0.162244898,-0.015306122,-10.8125,-18.75,18.125
57.63,-6861.169597,-1170.982494,3305.250281,-1.346938776,0.160204082,-0.024489796,-12.5625,-23.4375,14.1875
57.69,-8726.863417,-2187.98258,2442.232602,-1.398979592,0.124489796,-0.009183673,-12.5625,-23.4375,14.1875
57.75,-9973.046621,-2918.503769,888.0845825,-1.336734694,0.130612245,0,-16.1875,-23.8125,6
57.81,-10431.41286,-3040.2573,-461.9472223,-1.215306122,0.158163265,0.032653061,-18.375,-20.9375,-5.6875
57.88,-10055.4093,-2571.148106,-1715.292399,-1.163265306,0.173469388,0.068367347,-18.375,-20.9375,-5.6875
57.94,-9113.609929,-2005.352283,-2213.049484,-1.07244898,0.190816327,0.115306122,-20.875,-9.0625,-14.1875
58.00,-7473.51824,-1260.507149,-2324.060056,-1.191836735,0.162244898,0.156122449,-20.875,-9.0625,-14.1875
58.06,-6159.296298,-845.1127478,-2259.602305,-1.236734694,0.141836735,0.192857143,-21.9375,1.75,-15.625
58.13,-4476.232774,-422.5563739,-2263.183291,-1.233673469,0.12244898,0.205102041,-23.375,12.25,-16.3125
58.19,-3022.352369,-46.55282085,-2392.098795,-1.251020408,0.091836735,0.194897959,-23.375,12.25,-16.3125
58.25,-834.3697892,551.4718778,-2538.91923,-1.095918367,0.060204082,0.192857143,-24.875,20.1875,-15.625
58.31,1350.031805,1153.077563,-2850.465031,-0.969387755,0.052040816,0.190816327,-26.3125,23.375,-14.5625
58.38,3093.972094,1546.986047,-3129.781956,-0.914285714,0.042857143,0.18877551,-26.3125,23.375,-14.5625
58.44,5127.972266,1783.331137,-3412.679867,-0.937755102,0.028571429,0.190816327,-27.375,24.5,-14.1875
58.50,7136.905536,1790.49311,-3555.919316,-1.001020408,0.021428571,0.201020408,-27,22.3125,-15.25
58.56,9768.930407,1715.292399,-3817.33131,-1.057142857,0.009183673,0.201020408,-27,22.3125,-15.25
58.63,12232.64893,1418.070543,-3964.151745,-0.984693878,0.003061224,0.190816327,-27.75,16.5625,-16.6875
58.69,15179.80058,991.9331828,-4161.105987,-0.945918367,0,0.156122449,-26.625,6.4375,-20.625
58.75,17457.30782,479.8521534,-4386.708119,-0.957142857,0.030612245,0.128571429,-26.625,6.4375,-20.625
58.81,19179.76219,-218.4401594,-4472.651788,-0.986734694,0.058163265,0.092857143,-25.1875,-9.375,-17.75
58.88,20121.56157,-805.7218994,-4393.870091,-1.02755102,0.044897959,0.054081633,-22.6875,-24.1875,-7.4375
58.94,20730.32923,-1453.880405,-4408.194036,-1.234693878,0.069387755,0.021428571,-22.6875,-24.1875,-7.4375
59.00,20902.21656,-2005.352283,-4318.669381,-1.168367347,0.11122449,-0.03877551,-22.6875,-24.1875,-7.4375
59.06,21109.91376,-2828.979113,-3792.264407,-1.2,0.136734694,-0.030612245,-19.4375,-29.625,9.25
59.13,21138.56165,-3659.767916,-2732.292486,-1.186734694,0.139795918,-0.101020408,-19.4375,-29.625,9.25
59.19,21238.82927,-4017.866538,-1529.081116,-1.210204082,0.136734694,-0.105102041,-15.125,-25.25,24.875
59.25,21177.9525,-3946.246814,50.13380707,-1.279591837,0.124489796,-0.11122449,-11.125,-13,34.5
